city,category,Star_Rating,rank_ordered_business
Lyndhurst,Eyebrow Services,3.0,48994
Monticello,Auto Repair,3.0,48995
Strongsville,Pet Groomers,3.0,48996
Pointe-Claire,Flowers & Gifts,3.0,48997
Kannapolis,Convenience Stores,3.0,48998
Richmond Heights,Grocery,3.0,48999
North York,Tobacco Shops,3.0,49000
Oakville,Donuts,3.0,49001
Avon Lake,Auto Repair,3.0,49002
Whitby,Kebab,3.0,49003
Berea,Gas Stations,3.0,49004
Schottsdale,Health Markets,3.0,49005
Beachwood,Beer Bar,3.0,49006
Highland Heights,American (New),3.0,49007
Oregon,Trainers,3.0,49008
Downtown,Mags,3.0,49009
Upper Saint Clair,Shopping,3.0,49010
Thornhill,American (New),3.0,49011
Litchfield,Nightlife,3.0,49012
Bradford,Mediterranean,3.0,49013
Hudson,Shoe Stores,3.0,49014
Glenshaw,Donuts,3.0,49015
Harrisburg,Urgent Care,3.0,49016
Brecksville,Mortgage Brokers,3.0,49017
Matthews,Signmaking,3.0,49018
Mt Albert,Food,3.0,49019
North Olmsted,Damage Restoration,3.0,49020
Montréal,Erotic Massage,3.0,49021
Mayfield,Sandwiches,3.0,49022
Urbana,Recreation Centers,3.0,49023
North Versailles,Kids Activities,3.0,49024
Henderson,Pretzels,3.0,49025
Newmarket,Gastropubs,3.0,49026
Glendale,Knitting Supplies,3.0,49027
Waxhaw,Wheel & Rim Repair,3.0,49028
Hemmingen,Nightlife,3.0,49029
Richmond Hill,Hospitals,3.0,49030
Valley City,Sports Bars,3.0,49031
Concord,Filipino,3.0,49032
Blawnox,Pizza,3.0,49033
Central City Village,Coffee & Tea,3.0,49034
Sun City,Cremation Services,3.0,49035
N W Las Vegas,Hardware Stores,3.0,49036
Trafford,Local Services,3.0,49037
Stouffville,Ice Cream & Frozen Yogurt,3.0,49038
Blainville,Burgers,3.0,49039
Middleburg Heights,Pharmacy,3.0,49040
Willowick,Gun/Rifle Ranges,3.0,49041
Avon,Art Supplies,3.0,49042
Avalon,Comfort Food,3.0,49043
Olmsted Falls,Hardware Stores,3.0,49044
Glendale,Chicken Wings,3.0,49045
Lake Wylie,American (Traditional),3.0,49046
Stuttgart,Fishmonger,3.0,49047
Anthem,Oil Change Stations,3.0,49048
Mayfield,Nightlife,3.0,49049
Glenshaw,Specialty Food,3.0,49050
Champaign,Cajun/Creole,3.0,49051
Las Vegas,Scandinavian,3.0,49052
"Chomedey, Laval",Delicatessen,3.0,49053
Waiblingen,Appliances,3.0,49054
Avon Lake,Barbeque,3.0,49055
Mc Farland,Chinese,3.0,49056
Scarborough,Laser Hair Removal,3.0,49057
Willowick,Beer,3.0,49058
New Kensington,Specialty Food,3.0,49059
Solon,Videos & Video Game Rental,3.0,49060
Indian Trail,Beer,3.0,49061
Middleburg Heights,Comfort Food,3.0,49062
Indian Trail,Southern,3.0,49063
Markham,Outlet Stores,3.0,49064
Charlotte,Opera & Ballet,3.0,49065
Paradise Valley,Sports Bars,3.0,49066
MESA,Juice Bars & Smoothies,3.0,49067
Mount Lebanon,Cinema,3.0,49068
Cave Creek,Zoos,3.0,49069
East Gwilimbury,Active Life,3.0,49070
North Las Vegas,Real Estate Services,3.0,49071
Stouffville,Sports Bars,3.0,49072
Kannapolis,Salad,3.0,49073
Oregon,Farms,3.0,49074
Turtle Creek,Car Rental,3.0,49075
Westlake,Home Decor,3.0,49076
Parma,Diagnostic Imaging,3.0,49077
Peoria,Dim Sum,3.0,49078
Anthem,Windshield Installation & Repair,3.0,49079
Shorewood Hills,Food,3.0,49080
Urbana,Organic Stores,3.0,49081
Vaudreuil-Dorion,Massage,3.0,49082
Sun City,Mortuary Services,3.0,49083
Aichwald,Hotels,3.0,49084
Homestead,Buffets,3.0,49085
Richmond Hill,Water Purification Services,3.0,49086
Cuddy,Bars,3.0,49087
Saint-Leonard,Chicken Shop,3.0,49088
Whitby,Children's Clothing,3.0,49089
Phoenix,Telecommunications,3.0,49090
N. Las Vegas,Local Services,3.0,49091
Mc Kees Rocks,Chicken Wings,3.0,49092
Homestead,Amusement Parks,3.0,49093
Stanley,Nurseries & Gardening,3.0,49094
Cleveland Heights,Property Management,3.0,49095
Peninsula,Salad,3.0,49096
Davidson,Teppanyaki,3.0,49097
Sagamore Hills,Bars,3.0,49098
MESA,Event Planning & Services,3.0,49099
North Olmsted,Bed & Breakfast,3.0,49100
LaSalle,Active Life,3.0,49101
Waddell,Convenience Stores,3.0,49102
Stowe,Trainers,3.0,49103
Prévost,Sushi Bars,3.0,49104
North Olmsted,Wraps,3.0,49105
West Homestead,Laundry Services,3.0,49106
Stouffville,Vietnamese,3.0,49107
Brooklyn,Pharmacy,3.0,49108
Sun City,Women's Clothing,3.0,49109
Finleyville,Florists,3.0,49110
El Mirage,Convenience Stores,3.0,49111
Thornhill,Pet Groomers,3.0,49112
Rawdon,Caribbean,3.0,49113
Oregon,Beauty & Spas,3.0,49114
Scottsdale,Propane,3.0,49115
Coraopolis,Florists,3.0,49116
Cleveland Heights,Religious Organizations,3.0,49117
Glenshaw,Car Dealers,3.0,49118
Dalkeith,Beer,3.0,49119
Cleveland,Cards & Stationery,3.0,49120
Willoughby,Pet Sitting,3.0,49121
Oakland,American (New),3.0,49122
Markham,Vitamins & Supplements,3.0,49123
Etna,American (Traditional),3.0,49124
LasVegas,American (New),3.0,49125
Mississauga,Web Design,3.0,49126
McKeesport,Tex-Mex,3.0,49127
Sun Prairie,Apartments,3.0,49128
Cross Plains,Diners,3.0,49129
Scottsdale,Bingo Halls,3.0,49130
Ajax,Soul Food,3.0,49131
Streetsboro,Challenge Courses,3.0,49132
Brunswick,Donuts,3.0,49133
Bethel Park,Cabinetry,3.0,49134
Peninsula,American (New),3.0,49135
Mentor,Gardeners,3.0,49136
Avondale,Pediatric Dentists,3.0,49137
Munroe Falls,Parks,3.0,49138
Oregon,Burgers,3.0,49139
Mount Horeb,Convenience Stores,3.0,49140
Böblingen,Steakhouses,3.0,49141
Penicuik,Italian,3.0,49142
Madison,Vacation Rentals,3.0,49143
Kent,Food Trucks,3.0,49144
Scottsdale,Employment Law,3.0,49145
las vegas,Party Bus Rentals,3.0,49146
Glendale,Christmas Trees,3.0,49147
Cleveland Heights,Departments of Motor Vehicles,3.0,49148
Bellevue,Florists,3.0,49149
Warrensville Heights,Jazz & Blues,3.0,49150
Euclid,Flowers & Gifts,3.0,49151
Robinson Township,Fashion,3.0,49152
Fairview Park,Pet Training,3.0,49153
Lachine,Steakhouses,3.0,49154
C Las Vegas,Nurseries & Gardening,3.0,49155
Rocky River,Diagnostic Services,3.0,49156
Indian Land,Public Services & Government,3.0,49157
Scotland,Burgers,3.0,49158
Brecksville,Specialty Food,3.0,49159
Pineville,Pretzels,3.0,49160
Chambly,Pizza,3.0,49161
Saint-Jean-Sur-Richelieu,Salad,3.0,49162
Lorain,Chicken Wings,3.0,49163
Pittsburgh,New Mexican Cuisine,3.0,49164
Brunswick,Libraries,3.0,49165
Macedonia,Sports Bars,3.0,49166
Pineville,Building Supplies,3.0,49167
Crafton,Food,3.0,49168
Hampton Township,Bars,3.0,49169
Middleton,Guitar Stores,3.0,49170
Oregon,Pizza,3.0,49171
Ludwigsburg,Hospitals,3.0,49172
Valley View,Chicken Wings,3.0,49173
Cave Creek,Greek,3.0,49174
Markham,Belgian,3.0,49175
Euclid,Fashion,3.0,49176
Montreal,Soup,3.0,49177
Avalon,Nightlife,3.0,49178
Berea,Gyms,3.0,49179
Urbana,Allergists,3.0,49180
Lake Wylie,Pet Stores,3.0,49181
Leinfelden-Echterdingen,Electronics,3.0,49182
Peoria,Soup,3.0,49183
Wilkinsburg,Local Services,3.0,49184
Parma,Jewelry,3.0,49185
Hudson,Chinese,3.0,49186
Medina,Hotels & Travel,3.0,49187
Toronto,Swiss Food,3.0,49188
Wickliffe,Soup,3.0,49189
Thornhill,Tanning,3.0,49190
Dorval,Airport Lounges,3.0,49191
Chagrin Falls,Hot Dogs,3.0,49192
Bridgeville,Guns & Ammo,3.0,49193
East York,Pet Sitting,3.0,49194
El Mirage,Car Rental,3.0,49195
Waunakee,Pet Groomers,3.0,49196
Sewickley,Belgian,3.0,49197
Caledon East,Farmers Market,3.0,49198
Chandler,Courthouses,3.0,49199
Outremont,Seafood,3.0,49200
Pickering,Farmers Market,3.0,49201
Caledon East,Venues & Event Spaces,3.0,49202
Shaler,Hair Salons,3.0,49203
Shaler,Hair Stylists,3.0,49204
Bolton,Nightlife,3.0,49205
Richmond Heights,Doctors,3.0,49206
Franklin Park,Pet Groomers,3.0,49207
Garfield Heights,Gyms,3.0,49208
Brampton,Donuts,3.0,49209
Cleveland,Train Stations,3.0,49210
Euclid,Buffets,3.0,49211
Vaudreuil-Dorion,Cambodian,3.0,49212
Fairlawn,Beer Bar,3.0,49213
Etna,Buffets,3.0,49214
Macedonia,Orthodontists,3.0,49215
Glendale,Pumpkin Patches,3.0,49216
Brampton,Gas Stations,3.0,49217
Litchfield Park,Kids Activities,3.0,49218
Mint Hill,Dry Cleaning & Laundry,3.0,49219
Pickering,Couriers & Delivery Services,3.0,49220
Homestead,Nurseries & Gardening,3.0,49221
Beachwood,Sandwiches,3.0,49222
Brossard,Korean,3.0,49223
Monroeville,Windows Installation,3.0,49224
Mayfield Heights,Cantonese,3.0,49225
Mc Farland,Ice Cream & Frozen Yogurt,3.0,49226
Higley,Home Services,3.0,49227
Huntersville,Urgent Care,3.0,49228
Belmont,Vintage & Consignment,3.0,49229
DeForest,Dog Parks,3.0,49230
Glenshaw,Parks,3.0,49231
Kernen,Event Planning & Services,3.0,49232
Central City Village,Restaurants,3.0,49233
Tempe,Laser Tag,3.0,49234
Oakland,Sandwiches,3.0,49235
Fountain Hills,Used,3.0,49236
Toronto,Bookbinding,3.0,49237
Copley,Breakfast & Brunch,3.0,49238
Dollard-Des-Ormeaux,Mexican,3.0,49239
Central Henderson,Shopping,3.0,49240
Spring Valley,Fast Food,3.0,49241
York,Burgers,3.0,49242
Böblingen,Spanish,3.0,49243
Fellbach,Lounges,3.0,49244
Irwin,Gyms,3.0,49245
Jefferson Hills,American (New),3.0,49246
Homestead,Japanese,3.0,49247
Champaign,Lingerie,3.0,49248
Streetsboro,Ziplining,3.0,49249
North Las Vegas,Dog Walkers,3.0,49250
Woodmere,Cocktail Bars,3.0,49251
Filderstadt,Sports Bars,3.0,49252
Richmond Hill,Laser Tag,3.0,49253
North Royalton,Mediterranean,3.0,49254
Edinburgh,Banks & Credit Unions,3.0,49255
East Liberty,Pizza,3.0,49256
Pineville,Home Decor,3.0,49257
Mahomet,Bakeries,3.0,49258
New Kensington,Convenience Stores,3.0,49259
Mont-Royal,Jewelry,3.0,49260
Murrysville,Appliances & Repair,3.0,49261
Cross Plains,Breakfast & Brunch,3.0,49262
Cheswick,American (New),3.0,49263
Lasalle,Sushi Bars,3.0,49264
Fort  Mill,Fast Food,3.0,49265
Georgetown,Fashion,3.0,49266
Shaker Heights,Wine Tasting Room,3.0,49267
Hemmingen,Patisserie/Cake Shop,3.0,49268
Newbury,Chicken Wings,3.0,49269
Roxboro,Meat Shops,3.0,49270
Brampton,Vitamins & Supplements,3.0,49271
Scottsdale,Fire Protection Services,3.0,49272
Saint-Constant,Lebanese,3.0,49273
Stouffville,Sandwiches,3.0,49274
Cuyahoga Falls,Vegan,3.0,49275
Fort Mill,Flooring,3.0,49276
Shaler,Cosmetics & Beauty Supply,3.0,49277
Huntersville,Body Shops,3.0,49278
Madison,Irish Pub,3.0,49279
Mayfield Heights,American (New),3.0,49280
Stoughton,Urgent Care,3.0,49281
East Liberty,Chicken Wings,3.0,49282
Boulder City,Bowling,3.0,49283
Cuyahoga Falls,Tires,3.0,49284
Waunakee,Windows Installation,3.0,49285
Madison,Hair Extensions,3.0,49286
Scarborough,Personal Injury Law,3.0,49287
Richmond Heights,Italian,3.0,49288
Brooklyn,Sports Clubs,3.0,49289
Rosemere,Event Planning & Services,3.0,49290
North Olmsted,Medical Spas,3.0,49291
Canonsburg,Cafes,3.0,49292
London,Accessories,3.0,49293
Medina,Food Trucks,3.0,49294
Paradise Valley,Pet Sitting,3.0,49295
Sun City West,Hotels & Travel,3.0,49296
Parma Heights,Truck Rental,3.0,49297
Bridgeville,Soup,3.0,49298
Sun City,Used,3.0,49299
Euclid,Steakhouses,3.0,49300
Middleburg Heights,Ophthalmologists,3.0,49301
Macedonia,Skating Rinks,3.0,49302
Strongsville,Wedding Planning,3.0,49303
Middleburg Heights,Amusement Parks,3.0,49304
Kornwestheim,Health & Medical,3.0,49305
Vaudreuil-Dorion,Barbeque,3.0,49306
Montreal,Trainers,3.0,49307
Charlotte,Soccer,3.0,49308
East York,Video Game Stores,3.0,49309
North Versailles,Trampoline Parks,3.0,49310
East York,Professional Services,3.0,49311
Bay Village,Automotive,3.0,49312
Schwieberdingen,Food,3.0,49313
Whitby,Toy Stores,3.0,49314
Peoria,Countertop Installation,3.0,49315
Moon Twp,Education,3.0,49316
Bainbridge,Beauty & Spas,3.0,49317
Tempe,Country Clubs,3.0,49318
Bedford Heights,Burgers,3.0,49319
London,Fashion,3.0,49320
North Ridgeville,Appliances,3.0,49321
Mentor,Floral Designers,3.0,49322
Boisbriand,Seafood,3.0,49323
Waxhaw,Building Supplies,3.0,49324
Philo,American (Traditional),3.0,49325
Stouffville,Burgers,3.0,49326
Tega Cay,Seafood,3.0,49327
Euclid,Furniture Stores,3.0,49328
Montéal,Italian,3.0,49329
Inverness,Home Services,3.0,49330
Georgetown,Pizza,3.0,49331
Guadalupe,Diners,3.0,49332
Solon,Smog Check Stations,3.0,49333
Bedford,Oil Change Stations,3.0,49334
Pickering,Drugstores,3.0,49335
Concord,Hair Extensions,3.0,49336
Mayfield Hts.,Fashion,3.0,49337
Schottsdale,Food Stands,3.0,49338
Elyria,Gyms,3.0,49339
Solon,Soup,3.0,49340
Charlotte,Haitian,3.0,49341
Bolton,Sports Bars,3.0,49342
Dollard-Des-Ormeaux,Gyms,3.0,49343
Middleburg Heights,Furniture Stores,3.0,49344
Westlake,Sushi Bars,3.0,49345
Mount Holly,Delis,3.0,49346
Highland Heights,Cosmetics & Beauty Supply,3.0,49347
North Ridgeville,Livestock Feed & Supply,3.0,49348
Macedonia,Shoe Stores,3.0,49349
Notre-Dame-De-L'ile-Perrot,Food,3.0,49350
Tempe,Auto Loan Providers,3.0,49351
St. Peters,Home Decor,3.0,49352
Copley,Diners,3.0,49353
Gibsonia,Furniture Stores,3.0,49354
Bedford Heights,American (New),3.0,49355
Troy Township,Restaurants,3.0,49356
Whitby,Museums,3.0,49357
Carnegie,Gyms,3.0,49358
Northfield,Home Cleaning,3.0,49359
N W Las Vegas,Shopping,3.0,49360
Parma Heights,Antiques,3.0,49361
Beaconsfield,Brasseries,3.0,49362
East York,Car Rental,3.0,49363
Richmond Hill,Mexican,3.0,49364
Mint Hill,Delis,3.0,49365
Mayfield Village,Oil Change Stations,3.0,49366
Verona,Tree Services,3.0,49367
Montéal,Restaurants,3.0,49368
Rocky River,Steakhouses,3.0,49369
Glenshaw,Florists,3.0,49370
Paradise,Laundry Services,3.0,49371
Valley View,Restaurant Supplies,3.0,49372
Sewickley,Hot Dogs,3.0,49373
Northfield,Horse Racing,3.0,49374
Gillbert,Recreation Centers,3.0,49375
Plum,Gas Stations,3.0,49376
Huntersville,Swimming Pools,3.0,49377
North Toronto,Bars,3.0,49378
Vaudreuil-Dorion,Skin Care,3.0,49379
Allison Park,Dance Clubs,3.0,49380
Aurora,Vietnamese,3.0,49381
Oakville,Jewelry,3.0,49382
Trafford,Laundry Services,3.0,49383
Lagrange,American (Traditional),3.0,49384
Beachwood,Baby Gear & Furniture,3.0,49385
Ludwigsburg,Sporting Goods,3.0,49386
Mesa,Cremation Services,3.0,49387
Mount Holly,Grocery,3.0,49388
Pineville,Office Equipment,3.0,49389
Montréal,Advertising,3.0,49390
Markham,Office Equipment,3.0,49391
Mayfield,Barbeque,3.0,49392
White Oak,Food Delivery Services,3.0,49393
Ludwigsburg,Train Stations,3.0,49394
Squirrel Hill,Shopping,3.0,49395
Böblingen,Salad,3.0,49396
Aurora,Wheel & Rim Repair,3.0,49397
Etobicoke,Party & Event Planning,3.0,49398
Fitchburg,Comfort Food,3.0,49399
Charlotte,Hearing Aid Providers,3.0,49400
Kent,Pet Stores,3.0,49401
Tempe,Installment Loans,3.0,49402
North Olmsted,Ethnic Grocery,3.0,49403
Avon,Electronics,3.0,49404
Upper Saint Clair,Home & Garden,3.0,49405
Penicuik,Public Services & Government,3.0,49406
Streetsboro,Hardware Stores,3.0,49407
Aurora,Car Wash,3.0,49408
Elyria,Fast Food,3.0,49409
Saint-Lambert,Specialty Food,3.0,49410
Macedonia,Optometrists,3.0,49411
Eastlake,Beer,3.0,49412
Oakdale,Grocery,3.0,49413
North York,Family Practice,3.0,49414
Munroe Falls,Tapas/Small Plates,3.0,49415
Stow,Vegetarian,3.0,49416
North York,Day Camps,3.0,49417
Lakewood,Tex-Mex,3.0,49418
Penn Hills,Thrift Stores,3.0,49419
Gilbert,Oncologist,3.0,49420
Harrisburg,Salad,3.0,49421
Whitby,Music Venues,3.0,49422
Stetson Valley,Car Wash,3.0,49423
Newbury,Gastropubs,3.0,49424
Lasalle,Dim Sum,3.0,49425
Saint-Eustache,Venues & Event Spaces,3.0,49426
Beachwood,Nurseries & Gardening,3.0,49427
Monroeville,Bagels,3.0,49428
Waiblingen,Mobile Phones,3.0,49429
Lyndhurst,Vietnamese,3.0,49430
North Las Vegas,Filipino,3.0,49431
Lowell,Sandwiches,3.0,49432
Clairton,Home Services,3.0,49433
North Huntingdon,Chicken Wings,3.0,49434
Middleton,Drugstores,3.0,49435
Stow,Soup,3.0,49436
Hudson,Drugstores,3.0,49437
W Spring Valley,Lighting Fixtures & Equipment,3.0,49438
Hemmingen,Department Stores,3.0,49439
Henderson,Skating Rinks,3.0,49440
MESA,Drywall Installation & Repair,3.0,49441
Plum,Fast Food,3.0,49442
Ajax,Poutineries,3.0,49443
Charlotte,Hunting & Fishing Supplies,3.0,49444
University Heights,Shipping Centers,3.0,49445
Tempe,Mobile Home Parks,3.0,49446
Middleburg Heights,Women's Clothing,3.0,49447
Summerlin,Food,3.0,49448
Bridgeville,Barbeque,3.0,49449
Westlake,Contractors,3.0,49450
Ludwigsburg,Butcher,3.0,49451
McMurray,Breakfast & Brunch,3.0,49452
Brook Park,Sports Bars,3.0,49453
Irwin,Burgers,3.0,49454
Böblingen,Ethnic Food,3.0,49455
Hudson,Flooring,3.0,49456
Montéal,Salad,3.0,49457
Gastonia,Medical Supplies,3.0,49458
McMurray,Farmers Market,3.0,49459
Old Town,Italian,3.0,49460
Richmond Hill,Hardware Stores,3.0,49461
Gilbert,Rheumatologists,3.0,49462
Thornhill,Lounges,3.0,49463
North Ridgeville,Hotels,3.0,49464
McKees Rocks,Home & Garden,3.0,49465
Saint-Hubert,Diners,3.0,49466
Las Vegas & Henderson,Home Services,3.0,49467
Homestead,Pet Stores,3.0,49468
Pickering,Home Cleaning,3.0,49469
Euclid,Gift Shops,3.0,49470
Livingston,Pets,3.0,49471
Champaign,Specialty Schools,3.0,49472
Brossard,Barbeque,3.0,49473
Monona,Building Supplies,3.0,49474
Fountain Hills,Couriers & Delivery Services,3.0,49475
Mint Hill,Gas Stations,3.0,49476
Stuttgart - Bad Cannstatt,Shopping,3.0,49477
Concord,Strip Clubs,3.0,49478
Solon,Damage Restoration,3.0,49479
Westlake,Food Stands,3.0,49480
North Royalton,Auto Parts & Supplies,3.0,49481
Stouffville,Landscaping,3.0,49482
Pepper Pike,Gas Stations,3.0,49483
Richmond Heights,Latin American,3.0,49484
Madison,Psychologists,3.0,49485
Avondale,Persian/Iranian,3.0,49486
Ludwigsburg,CSA,3.0,49487
Seven Hills,Local Services,3.0,49488
Toronto Division,Nail Salons,3.0,49489
Middleburg Heights,Optometrists,3.0,49490
Strongsville,Senior Centers,3.0,49491
Mint Hill,Barbeque,3.0,49492
Oakville,Internet Service Providers,3.0,49493
Brossard,Chicken Shop,3.0,49494
Bridgeville,Whiskey Bars,3.0,49495
Tallmadge,Tires,3.0,49496
McMurray,Trainers,3.0,49497
Saint-Charles-Borromee,Burgers,3.0,49498
Savoy,Pizza,3.0,49499
Bay Village,Irish,3.0,49500
Markham,Child Care & Day Care,3.0,49501
North Las Vegas,Hospitals,3.0,49502
Solon,Food Delivery Services,3.0,49503
Shadyside,Cosmetic Dentists,3.0,49504
Henderson,Ethical Grocery,3.0,49505
North Las Vegas,Ear Nose & Throat,3.0,49506
Cuyahoga Falls,Lounges,3.0,49507
Ahwatukee,Packing Supplies,3.0,49508
Tallmadge,Thrift Stores,3.0,49509
N. Las Vegas,Hotels & Travel,3.0,49510
Strongville,Tires,3.0,49511
Haus,Bars,3.0,49512
Downtown Toronto,Desserts,3.0,49513
Strongsville,Cardio Classes,3.0,49514
University Heights,Real Estate,3.0,49515
Lasalle,Home & Garden,3.0,49516
Stoughton,Tex-Mex,3.0,49517
Solon,Casinos,3.0,49518
Scottsdale,Halfway Houses,3.0,49519
Enterprise,Coffee & Tea,3.0,49520
Charlotte (University),Home & Garden,3.0,49521
Caledon East,Event Planning & Services,3.0,49522
Sun City West,Chinese,3.0,49523
Avondale,Hardware Stores,3.0,49524
Chagrin Falls,Public Services & Government,3.0,49525
Surprise,Emergency Rooms,3.0,49526
Twinsburg,Chinese,3.0,49527
North Las Vegas,Mass Media,3.0,49528
Finleyville,Active Life,3.0,49529
Tempe,Colleges & Universities,3.0,49530
Mc Murray,Italian,3.0,49531
Waiblingen,Home & Garden,3.0,49532
Valley View,Home Services,3.0,49533
Phoenix,Flight Instruction,3.0,49534
Markham,Wine Bars,3.0,49535
Oakville,Hardware Stores,3.0,49536
Mississauga,Fitness/Exercise Equipment,3.0,49537
Tallmadge,Electricians,3.0,49538
Buckeye - Shaker,Arts & Entertainment,3.0,49539
London,Professional Services,3.0,49540
Castle Shannon,Shopping,3.0,49541
Litchfield Park,Couriers & Delivery Services,3.0,49542
Sun City West,Insurance,3.0,49543
Toronto,Minho,3.0,49544
Woodmere,Coffee & Tea,3.0,49545
Homestead,Bike Rentals,3.0,49546
Chandler,Motorsport Vehicle Repairs,3.0,49547
Westlake,Hotels,3.0,49548
Stoughton,Counseling & Mental Health,3.0,49549
Brookpark,Veterinarians,3.0,49550
Lakewood,Mobile Phone Repair,3.0,49551
Huntersville,Windshield Installation & Repair,3.0,49552
Willoughby,Hair Extensions,3.0,49553
Avon Lake,Dry Cleaning & Laundry,3.0,49554
Harrisburg,Oil Change Stations,3.0,49555
Esslingen,Indian,3.0,49556
Newmarket,Auto Detailing,3.0,49557
Richmond Hill,Wine Bars,3.0,49558
McMurray,Belgian,3.0,49559
Schottsdale,Restaurants,3.0,49560
Chandler,Cannabis Clinics,3.0,49561
St Bernard de Lacolle,Food,3.0,49562
Etobicoke,Wedding Planning,3.0,49563
Whitby,Electronics Repair,3.0,49564
Moon,Thrift Stores,3.0,49565
Laveen,Appliances,3.0,49566
Champaign,Uniforms,3.0,49567
Middleton,Juice Bars & Smoothies,3.0,49568
Beachwood,Photography Stores & Services,3.0,49569
Pickering,Fruits & Veggies,3.0,49570
Surprise,Buffets,3.0,49571
Middleton,Shipping Centers,3.0,49572
Edinburgh,Laser Eye Surgery/Lasik,3.0,49573
Macedonia,Doctors,3.0,49574
Woodbridge,American (New),3.0,49575
Concord Mills,Restaurants,3.0,49576
Richmond Heights,Wine & Spirits,3.0,49577
Scarborough,Banks & Credit Unions,3.0,49578
Beachwood,Auto Glass Services,3.0,49579
Mesa,Cheesesteaks,3.0,49580
Sainte-Anne-de-Bellevue,Pizza,3.0,49581
Bridgeville,Specialty Schools,3.0,49582
Homestead,Gluten-Free,3.0,49583
Brooklyn,Salad,3.0,49584
Allison Park,Car Rental,3.0,49585
Tempe,Carpet Installation,3.0,49586
Fairview Park,Cosmetic Dentists,3.0,49587
Boulder City,Soup,3.0,49588
Ross Township,Breakfast & Brunch,3.0,49589
McMurray,Blow Dry/Out Services,3.0,49590
Homestead,Car Rental,3.0,49591
North Olmsted,Maternity Wear,3.0,49592
Hinckley,Dive Bars,3.0,49593
Leinfelden-Echterdingen,Beach Bars,3.0,49594
Champaign,Ethnic Grocery,3.0,49595
Streetsboro,Tanning,3.0,49596
Mentor,Fondue,3.0,49597
Inverness,Kitchen & Bath,3.0,49598
Frazer,Antiques,3.0,49599
Warrensvile Heights,Nightlife,3.0,49600
Shadyside,Pediatric Dentists,3.0,49601
Urbana,Diners,3.0,49602
Verona,Tex-Mex,3.0,49603
Las Vegas & Henderson,Landscaping,3.0,49604
Homestead,Pet Groomers,3.0,49605
Sainte-Anne-des-Plaines,Venues & Event Spaces,3.0,49606
Concord Mills,Pubs,3.0,49607
Centennial Hills,Hardware Stores,3.0,49608
Moon,Religious Organizations,3.0,49609
Chateauguay,Sandwiches,3.0,49610
Medina,Amusement Parks,3.0,49611
Scotland,American (Traditional),3.0,49612
Champaign,Souvenir Shops,3.0,49613
Independence,Plumbing,3.0,49614
Mirabel,Real Estate,3.0,49615
Willowdale,Event Planning & Services,3.0,49616
Saint-Charles-Borromee,Breakfast & Brunch,3.0,49617
